Sub Category,Title
Snacks,"SunChips Whole Grain, Variety, 1.5 oz, 30-count"
Snacks,"Chex Mix Muddy Buddies, Peanut Butter and Chocolate, 1.75 oz, 30-count"
Snacks,No Sugar Keto Bar Chocolate Chip Cookie Dough  (12-count) 2-Pack 
Snacks,"Sabritas Peanuts, 1.625 oz, Variety Pack, 30-count"
Snacks,"Chomps Original Beef Sticks, Mild, 12 Individually Wrapped Sticks "
Snacks,No Sugar Keto Bar Chocolate Mint (12-count) 2-Pack 
Snacks,"Kellogg's Rice Krispie Treats, 1.3 oz, 25-count"
Snacks,"Sugar Bowl Bakery, Madeleine Cookies, 1 oz, 28-Count"
Snacks,"Honey Maid Graham Crackers 14.4 oz, 4-count"
Snacks,"Entenmann's Little Bites Chocolate Chip Muffins, 1.65 oz, 20-Count"
Snacks,"Lotus Biscoff Cookies, 8.8 oz., 4 Count"
Snacks,"Black Forest Stretch Island Fruit Strips, Variety Pack, 0.5 oz, 50-count"
Snacks,"Almonds, 5 lbs"
Snacks,"Jack Link’s Beef Tender Bites, Teriyaki, 3.25 oz, 3-Count"
Snacks,"Go Raw Sprouted Organic Pumpkin Seeds with Sea Salt, 22 oz"
Snacks,"No Sugar Shellz Dark Chocolatey Caramel Pecan 25-count, 2-pack"
Snacks,"Sliced Almonds, 5 lbs"
Snacks,"Think Jerky Grass Fed Beef Sticks, Original, 1 oz, 20-count"
Snacks,"Sugar Bowl Bakery, Petite Palmiers, 32 oz"
Snacks,"Kirkland Signature Trail Mix, 4 lbs"
Snacks,"Kirkland Signature, Organic Applesauce, 3.17 oz, 24-Count"
Snacks,"Kam Yen Jan Chinese Style Sausage, 21 oz., 2-count  "
Snacks,Made in Nature USDA Organic Dried Mangos 28 oz  3-pack
Snacks,"Nature Valley Biscuits with Almond Butter, 1.35 oz, 30-count"
Snacks,"Made in Nature Organic Berry Fusion 24 oz, 2-pack"
Snacks,No Sugar Keto Bar (12-count) 2-pack Cookies & Cream
Snacks,"Oreo Cookies Variety Pack, 60-count"
Snacks,"Wonderful Pistachios, No Shell, Variety Pack, .75 oz, 24-count"
Snacks,"Kirkland Signature Premium Extra Thick Steak Strips, 12 oz"
Snacks,"Savanna Orchards Gourmet Honey Roasted Nut Mix, 30 oz"
Snacks,"Lorna Doone Shortbread Cookies, 1.5 oz, 30-count"
Snacks,"Chips Ahoy! Cookies, Chocolate Chip, 1.55 oz, 24-count"
Snacks,"Kind Bar, Variety Pack, 1.4 oz, 20-count"
Snacks,"Newtons Fig Cookies, 2 oz, 24-count"
Snacks,"Tapatio Mixed Nuts, Salsa Picante, 2.5 oz, 24-count"
Snacks,"Happy Snacks Animal Crackers, 2 oz, 12-count"
Snacks,"Famous Amos Cookies, Chocolate Chip, 2 oz, 42-count"
Snacks,"Goldfish Baked Snack Crackers, Cheddar, 66 oz"
Snacks,"Nature's Bakery Fig Bar, Variety Pack, 2 oz, 40-count"
Snacks,"Savanna Honey Roasted Mix Nuts, 30 oz, 2-pack"
Snacks,"Nutty & Fruity Spicy Chili Tamarind Bites, 24 oz"
Snacks,"Ocean Spray, Craisins Whole Dried Cranberries, 64 oz"
Snacks,"Nilla Wafers Cookies, 15 oz, 2 Count"
Snacks,"Welch’s Juicefuls Juicy Fruit Snacks, Variety Pack, 1 oz, 44 count"
Snacks,"Pringles Potato Chips, Sour Cream & Onion, 5.57 oz, 14-count"
Snacks,"Bon Appetit, Cheese Coffee Bar Cake, 4 oz, 8-Count"
Snacks,"Pepperidge Farm Goldfish Crackers, Cheddar, 1 oz, 45-count"
Snacks,"Sugar Bowl, Bakery Duet Bites, 32 oz"
Snacks,"Universal Bakery Organic Paleo Bars, 20-Count"
Snacks,"Dot’s Homestyle Pretzels, Original Seasoned Pretzel Twists, 35 oz"
Snacks,"Grandma's Sandwich Creme Cookies, Vanilla, 3.245 oz, 24-Count"
Snacks,"Kind Mini Bars, Variety Pack, 0.7 oz, 36-count"
Snacks,"Cracker Jack, Original, 1.25 oz, 30-count"
Snacks,"Welch’s Fruit Snacks, .8 oz, 90-count"
Snacks,"Takis, Rolled Tortilla Chips, Fuego, 1 oz, 50-count"
Snacks,"Popcornopolis Ultimate Classic Assorted Tall Cones, Variety, 24-count"
Snacks,"Blue Diamond Almonds, Smokehouse, 1.5 oz, 12-count"
Snacks,"Kirkland Signature Praline Pecans, 2.5 lbs"
Snacks,"Snyder's of Hanover Mini Pretzels, 0.9 oz, 60-count"
Snacks,"Nonni’s Biscotti, Almond Dark Chocolate, 25-count"
Snacks,No Sugar Keto Bar (12-count) 2-pack  Chocolate Fudge Brownie
Snacks,"Blue Diamond Almonds Bold, Korean BBQ, 45 oz"
Snacks,"Pringles Potato Chips, Original, 5.26 oz, 14-count"
Snacks,"Planters, Salted Peanuts, 1 oz, 48-count"
Snacks,"Jack Link's Big Beef Jerky Stick, Original, 0.92 oz, 20-count"
Snacks,"Kellogg's Club Crackers, Original, 13.7 oz, 4 Count"
Snacks,"Knott's Berry Farm Premium Shortbread Cookies, Raspberry, 2 oz, 36-count"
Snacks,"Jack Link's Beef Jerky, Sweet and Hot, 3.25 oz, 3-count"
Snacks,"Wheat Thins 100% Whole Grain Crackers, Original, 40 oz"
Snacks,Island Princess Macadamia Popcorn Crunch 24 oz 2-pack
Snacks,"Nabisco Organic Triscuit Crackers, Original, 9 oz., 4-Count"
Snacks,"Wonderful In-Shell Pistachio Nuts, 1.5 oz, 24-count"
Snacks,Made in Nature USDA Organic Goji Berries 20 oz 2-pack
Snacks,"Ruffles Potato Chips, Cheddar & Sour Cream, 1.5 oz, 64-count"
Snacks,"Kar's Trail Mix, Sweet 'N Salty, 2 oz, 24-count"
Snacks,"Keebler Bite Size Cookies made with Milk Chocolate M&M's Minis, 1.6 oz, 30-count"
Snacks,"Lay's Potato Chips, Classic, 1 oz, 50-count"
Snacks,"Pacific Gold Original Beef Jerky, 1.25 oz, 12-count"
Snacks,"Kirkland Signature Fancy Whole Cashews, Unsalted, 2.5 lbs"
Snacks,"Jack Link's Beef Jerky, Teriyaki, 3.25 oz, 3-count"
Snacks,"OREO Chocolate Sandwich Cookies, Stay Fresh Packs, 12 Count"
Snacks,"Clif Bar Variety Pack, 2.4 oz, 26-count"
Snacks,"RITZ Crackers, Original, 0.68 oz, 45-count"
Snacks,"Kirkland Signature Organic Roasted Seaweed, 0.6 oz, 10-count"
Snacks,"Pringles Potato Chips, Original, 0.67 oz, 60-count"
Snacks,"Oreo Chocolate Sandwich Cookies, 2.4 oz, 30-count"
Snacks,"Cheez-It Crackers, Cheddar, 3 lbs"
Snacks,"Jack Link's Beef Jerky, Peppered, 3.25 oz, 3-count"
Snacks,"Kirkland Signature Organic Whole Cashews, Unsalted, Unroasted, 2.5 lbs"
Snacks,"Takis, Rolled Tortilla Chips, Fuego, 3.25 oz, 40-count"
Snacks,"Made In Nature Organic Calimyrna Figs 40 oz, 3-pack"
Snacks,"Sheila G's Brownie Brittle, Chocolate Chip, 1 oz, 20-count"
Snacks,"Made in Nature USDA Organic Dates 40 oz, 2-pack"
Snacks,"Amki Sesame Thins, 1.25 oz, 36-count"
Snacks,"Pecan Pieces, 5 lbs"
Snacks,"Blue Diamond Almonds, Whole Natural, 1.5 oz, 12-count"
Snacks,"Cheez-It Crackers, Cheddar, 1.5 oz, 45-count"
Snacks,"Mayorga Organic Chia Seeds, USDA Organic, NON-Gmo verified, 3lb, 2-pack"
Snacks,"BelVita Breakfast Biscuit, Cinnamon Brown Sugar, 1.76 oz, 30-count"
Snacks,"The Worthy Crumb, Mini Muffins, Blueberry, 2.6 oz, 16-Count"
Snacks,"Jack Link's Beef Jerky, Variety Pack, 1.25 oz, 9-count"
Snacks,Prevail Variety Grass Fed Beef Jerky 10-pack
Snacks,"Welch's Fruit Snacks, Variety Pack, 2.25 oz, 20-count"
Snacks,"Jack Link's Beef Jerky, Original, 3.25 oz, 3-count"
Snacks,"Premium Saltine Crackers, Original, 4 oz, 12 Count"
Snacks,"Jack Link's Beef Steak Stick, Original, 1 oz, 12-count"
Snacks,Prevail Original Grass Fed Beef Jerky 10-pack
Snacks,"The Worthy Crumb, Mini Muffins, Chocolate Chip, 2.6 oz, 16 Count"
Snacks,"The Gluten Free Brothers Variety Bars, 24 count"
Snacks,"Clif Bar, Chocolate Chip, 2.4 oz, 12-count"
Snacks,"Lance Sandwich Crackers, Toastchee, 1.52 oz, 40-count"
Snacks,"Nutella & GO! Hazelnut and Cocoa Spread With Breadsticks, 1.8 oz, 16 Pack"
Snacks,"Frito Lay Select Mix, Variety Pack, 30-count"
Snacks,"Cheez-It Snap'd Crackers, Variety Pack, .75 oz, 42-count"
Snacks,"Doritos Tortilla Chips, Cool Ranch, 1.75 oz, 64-count"
Snacks,"Glico Pocky, Strawberry Cream Covered Biscuit Sticks, 1.4 oz, 10-count"
Snacks,"Pringles Grab & Go Potato Crisps, Variety, 36-count"
Snacks,"BelVita Breakfast Biscuits, Blueberry, 1.76 oz, 30-count"
Snacks,"Walnut Pieces, 5 lbs"
Snacks,"La Dolce Vita Classic Italian Biscotti, 40 oz"
Snacks,"Clif Bar, White Chocolate Macadamia Nut, 2.4 oz, 12-count"
Snacks,"Jack Link's Protein Snack Box, Variety Pack, 24-count"
Snacks,"Ritz Crackers, 61.65 oz, 18 count"
Snacks,"Second Nature Trail Mix, Wholesome Medley, 1.5 oz, 16-count"
Snacks,"Bobo's Oat Bites, Variety Pack, 1.3 oz, 24-count"
Snacks,"Cheez-It White Cheddar Baked Snack Cracker, 1.5 oz, 45-count"
Snacks,"Slim Jim Smoked Snack Stick, Original, 0.28 oz, 120-count"
Snacks,"Lenny & Larry's The Complete Cookie, White Chocolate Flavored Macadamia, 4 oz, 12 count"
Snacks,"Pocky Chocolate Biscuit Stick, 1.41 oz, 10-count"
Snacks,"Loacker Classic Crispy Wafers, Hazelnut, 1.59 oz, 12 Count"
Snacks,"Kellogg's Nutri-Grain Bars, 1.3 oz, 64-count"
Snacks,"Planters Dry Roasted Peanuts, 3.25 lbs"
Snacks,"Schwartz Brothers Bakery, Organic Everything Bagel Chips, 15 oz"
Snacks,"Hawaiian Kettle Style Island Variety Potato Chips, 1.5 oz, 30-count"
Snacks,Cherry Bay Orchards No-Added-Sugar Dried Montmorency Cherries 8 oz Bag 2-pack
Snacks,"Jack Link's Premium Cuts Beef Steak, Teriyaki, 1 oz, 12-count"
Snacks,"Sun-Maid, Raisins, 2.25 lbs, 2-Count"
Snacks,"Hoody's Roasted Unsalted Peanuts 20 lbs, 4-pack"
Snacks,"Kirkland Signature Organic Walnuts, 1.7 lbs"
Snacks,Our Heroes' Care Pack 
Snacks,"Around the World 15 oz Spicy Nuts, 2-pack Tin, Total 30 oz"
Snacks,"Tim's Cascade Potato Chips, 1.5 oz, Variety Pack, 30-count"
Snacks,"Snak Club Toasted Corn, Tajin Chile & Lime, 2.5 oz, 24-count"
Snacks,"Universal Bakery Traditional Aussie Bites, 27 oz"
Snacks,"Pacific Gold Beef Jerky, Variety Pack, 15 oz, 12-count"
Snacks,"Chex Mix, Traditional, 1.75 oz, 42-count"
Snacks,"Frito-Lay Flamin' Hot Mix, Variety Pack, 54-count"
Snacks,"Hostess Cinnamon Streusel Coffee Cakes, 1.45 oz, 32-Count"
Snacks,"Le Chic Patissier, Original Stroopwafels , 2.77 lb, 3-pack"
Snacks,"Cheetos Crunchy, Flamin' Hot, 1 oz, 50-count"
Snacks,"Frito Lay Bold Mix, 1 oz, Variety Pack, 54-count"
Snacks,"Gardetto's Snack Mix, Original, 1.75 oz, 42-count"
Snacks,"Bon Appetit Pan de Queso Cheese Cakes, 4 oz, 8-count"
Snacks,"JJ's Bakery, Lightly Glazed Apple Pie, 4 oz, 16-Count"
Snacks,"Slim Jim Snack Stick, Original, 1.94 oz, 18-count"
Snacks,"Slim Jim Smoked Snack Stick, Original, 0.97 oz, 24-count"
Snacks,"Bimbo Mantecaditas Muffins, Vanilla, 2.47 oz, 20-count"
Snacks,"Utz Pub Crunchy Snack Mix, 44 oz"
Snacks,"Cheetos Crunchy, Flamin' Hot, 2 oz, 64-count"
Snacks,"Marinela, Gansito Snack Cakes, 1.76 oz, 24-Count"
Snacks,"JJ's Bakery, Lightly Glazed Cherry Pie, 4 oz, 16-Count"
Snacks,"Meiji Hello Panda Chocolate Creme Filled Cookies, 0.75 oz, 32-count"
Snacks,"Hostess Danish with Icing, Variety Pack, 2.75 oz, 24-count"
Snacks,"Genius Gourmet Variety Crispy Protein Treat, 30-count"
Snacks,"ParmCrisps Snack Mix, Ranch, 1.50 oz, 12-count"
Snacks,"Cheetos Crunchy, Original, 1 oz, 50-count"
Snacks,"Oberto Thin Style Beef Jerky, Peppered, 1.2 oz, 8-count"
Snacks,"David Original Sunflower In-Shell Seeds,  1.75 oz, 24-count"
Snacks,"Bon Appetit, Gourmet Danish, Variety Pack, 3 oz, 18-Count"
Snacks,Savanna Orchards Country Club Mix 30 oz 2-count
Snacks,"Oberto Thin Style Beef Jerky, Original, 1.2 oz, 8-count"
Snacks,"Honey Mama's Classic Variety Truffle Bars, 2.5 oz, 12-ct"
Snacks,"Honey Mama's Greatest Hits Truffle Bars, 2.5 oz, 12-ct"
Snacks,"Honey Mama's Cocoa Truffle Bars, 2.5 oz, 12-ct"
Snacks,"El Camino Real Bakery Dulce De Leche Delights, 30 oz"
Snacks,"Oberto Thin Style Smoked Sausage Stick, Cocktail Pepperoni, 3 oz, 8-count"
Snacks,"Cheetos Crunchy, Original, 2.1 oz, 64-count"
Snacks,"Sabritas Chile & Limon Mix, Variety Pack, 30-count"
Snacks,"Fruit Roll-Ups, Variety Pack, 72-count"
Snacks,"Takis, Rolled Tortilla Chips, Intense Nacho, 1 oz, 50-count"
